epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,970.147,0.51806,0.69972,0.36069,0.90221,0.9103,0.88031,0.93197,0.69294,0.91492,0.88417,0.93598,0.57277,0.91392,1.16905,0.53335,1.10344,0.004654,0.004654,0.004654
56,987.787,0.51926,0.69525,0.35545,0.90612,0.90068,0.88996,0.92954,0.69631,0.89623,0.88372,0.92401,0.56989,0.91938,1.20922,0.54048,1.10478,0.004555,0.004555,0.004555
57,1005.25,0.51164,0.67173,0.35938,0.9076,0.90691,0.8861,0.92512,0.68199,0.91679,0.89575,0.93376,0.5668,0.92476,1.19554,0.56158,1.11368,0.004456,0.004456,0.004456
58,1022.66,0.50545,0.68023,0.34863,0.90192,0.89836,0.9043,0.9266,0.68544,0.89846,0.90541,0.93041,0.5648,0.92857,1.21264,0.54181,1.11277,0.004357,0.004357,0.004357
59,1040.06,0.50487,0.66804,0.3502,0.90417,0.92366,0.88759,0.93198,0.68913,0.92165,0.88566,0.93482,0.56444,0.92381,1.19005,0.54126,1.119,0.004258,0.004258,0.004258
60,1057.6,0.50148,0.66039,0.35285,0.90155,0.89521,0.88803,0.93308,0.69803,0.88088,0.91313,0.93749,0.56855,0.91635,1.21577,0.53242,1.10657,0.004159,0.004159,0.004159
61,1075.24,0.4995,0.67516,0.34593,0.90479,0.90533,0.89382,0.93238,0.69112,0.91137,0.89326,0.93341,0.5712,0.92885,1.18787,0.53,1.12121,0.00406,0.00406,0.00406
62,1092.77,0.49915,0.664,0.34142,0.89945,0.92206,0.89065,0.94029,0.69063,0.92648,0.88996,0.94418,0.56518,0.9272,1.22881,0.5254,1.12847,0.003961,0.003961,0.003961
63,1110.39,0.4895,0.67321,0.33723,0.90093,0.92382,0.87838,0.93094,0.69158,0.92435,0.87838,0.93242,0.56404,0.92191,1.20641,0.54177,1.12939,0.003862,0.003862,0.003862
64,1128.03,0.48751,0.66357,0.33461,0.9014,0.91312,0.89274,0.92389,0.68214,0.91363,0.90347,0.93281,0.56162,0.92091,1.20967,0.56002,1.11399,0.003763,0.003763,0.003763
65,1145.49,0.48859,0.65675,0.33847,0.90255,0.90793,0.90541,0.93415,0.6968,0.91413,0.9112,0.93818,0.56937,0.89902,1.21604,0.51411,1.09968,0.003664,0.003664,0.003664
66,1163.06,0.48167,0.65504,0.33275,0.89354,0.93842,0.88224,0.93885,0.70235,0.94047,0.88417,0.94692,0.58008,0.8978,1.16764,0.50655,1.08502,0.003565,0.003565,0.003565
67,1180.62,0.48783,0.6575,0.33183,0.89973,0.93684,0.87645,0.94599,0.69992,0.94097,0.88031,0.94717,0.58235,0.91215,1.18122,0.51085,1.09634,0.003466,0.003466,0.003466
68,1198.13,0.47381,0.64197,0.32697,0.89483,0.93055,0.87944,0.93948,0.70049,0.91518,0.89768,0.94375,0.57277,0.89636,1.20596,0.51147,1.09902,0.003367,0.003367,0.003367
69,1215.35,0.47709,0.63692,0.32715,0.89345,0.89912,0.9119,0.93724,0.70024,0.91548,0.90154,0.94288,0.57292,0.90297,1.18975,0.50566,1.09867,0.003268,0.003268,0.003268
70,1232.71,0.46436,0.63824,0.32303,0.89042,0.90795,0.914,0.94022,0.70836,0.91555,0.92093,0.94827,0.57707,0.8998,1.18216,0.502,1.09733,0.003169,0.003169,0.003169
71,1250.26,0.46107,0.63257,0.3211,0.89259,0.90198,0.90602,0.93789,0.70613,0.92044,0.91506,0.94647,0.57771,0.90704,1.16876,0.50908,1.09898,0.00307,0.00307,0.00307
72,1267.62,0.45705,0.62679,0.3157,0.88732,0.91482,0.8861,0.93136,0.70037,0.91933,0.90205,0.94294,0.57537,0.90502,1.18709,0.51789,1.10159,0.002971,0.002971,0.002971
73,1284.9,0.46218,0.61796,0.32022,0.88958,0.91456,0.88224,0.93669,0.69321,0.92495,0.89189,0.9493,0.5762,0.92542,1.17633,0.50842,1.11034,0.002872,0.002872,0.002872
